beer_text,brewery,beer
"beer kind: Sour - Fruited Gose |description: Birra di colore giallo paglierino originaria della cittĂ  di Lipsia, poco alcolica, molto dissetante e facile da bere. La presenza di sale rende la schiuma delicata ed evanescente. In bocca si presenta inizialmente acidula (grazie alla presenza di lactobacilli) e fruttata|ABV: 4.05 |IBU: N/A |rating: 3.68",La Ribalta,Faccio Gose Vedo Gente
beer kind: Sour - Fruited Gose |description: Gose with mint. |ABV: 4.08 |IBU: N/A |rating: 3.66,Croce di Malto,Badmotor Finger
beer kind: Sour - Fruited Gose |description:  |ABV: 4.05 |IBU: N/A |rating: 3.65,Birra Mastino,Crazy-Shot #13
beer kind: Sour - Fruited Gose |description:  |ABV: 5.0 |IBU: 13 |rating: 3.59,Evoqe Brewing,Evoqesour #7
"beer kind: Sour - Fruited Gose |description: Prosecco in lattina? Secondo il disciplinare, il Prosecco puĂ˛ essere confezionato esclusivamente in bottiglie.Ma una Grape Gose che ricorda il Prosecco, questa sĂ¬, possiamo produrla in lattina.L'uva della nostra Tenuta Bembo Ă¨ quindi predominante, con lievi sfumature citriche date dal nostro luppolo sperimentale raccolto sul Monte Taburno.Prosecco in a can? According to the regulations, Prosecco can only be packaged in bottles. However, a Grape Gose that recalls Prosecco, yes, we can produce it in a can. The grape from our Tenuta Bembo is predominant, with subtle citrus undertones from our experimental hops harvested on Monte Taburno. |ABV: 5.0 |IBU: N/A |rating: 3.57",CRAK Brewery,Tenuta Bembo X Crak
"beer kind: Sour - Fruited Gose |description: 1Â° classificata a Birra dell'anno 2019 cat. 38 sour/gose.Immagina il sole, il caldo, l'acqua salata e niente altro!Ispirata liberamente alla Gose di Lipsia e al frutto di Guava di una qualsiasi spiaggia tropicale, ecco Bahia!  |ABV: 4.04 |IBU: N/A |rating: 3.57",Mister B Brewery,Bahia
"beer kind: Sour - Other |description: L'Abruxensis ""Fiori di Testa"" Ă¨ nata durante il lockdown. Non penso reperire i nostri lieviti dall'UniversitĂ  di Teramo, abbiamo deciso di far fermentare in modo spontaneo il mosto di birra, sfruttando la microflora presente sui petali dei fiori di acacia e sambuco. |ABV: 5.02 |IBU: N/A |rating: 3.09",OpperBacco,Abruxensis Con Fiori D'Acacia E Sambuco
beer kind: Sour - Other |description:  |ABV: 8.0 |IBU: N/A |rating: 3.09,Panil Birrificio Torrechiara,Panil BarriquĂ©e Sour (2007)
beer kind: Sour - Other |description: Limited edition sour ale only for Brado Ambassador Pubs and Bars (season 2023).Blend of two barrels of golden wild ales: one aged for four years and one aged for three years |ABV: 7.0 |IBU: 25 |rating: 3.85,Ca' del Brado,Blend Ambasciatori N.1
"beer kind: Sour - Other |description: Sour ale in collaboration with La Lamma: 100% fermented by Brettanomyces Lambicus, barrel aged for 1 years with a mix of bacteria from our cellar and then blended with artichoke leaves |ABV: 7.04 |IBU: 23 |rating: 3.85",Ca' del Brado,Anniversario 2024
beer kind: Sour - Other |description: Oak aged sour red ale.  |ABV: 8.0 |IBU: N/A |rating: 3.84,Panil Birrificio Torrechiara,Panil BarriquĂ©e 2014 Batch #18
beer kind: Sour - Other |description: Blend of three beers. 1 peated barleywine 2 Rauch marzen aged in scotch 3 Brett ale aged 6 months  |ABV: 7.0 |IBU: N/A |rating: 3.81,Birrificio del Ducato,Brett Peat Daydream
"beer kind: Sour - Other |description: Ricetta personalissima, mix fermentation sour che abbina fermentazione saccharomyces cerevisiae e spontanee attraverso maturazione in botti barriques - note sour garbate, gradevole e complessa. |ABV: 5.05 |IBU: 20 |rating: 3.08",Birrificio Oldo,Trentalegni
beer kind: Sour - Other |description:  |ABV: 9.04 |IBU: N/A |rating: 3.79,Birrificio del Ducato,Entreneuse
"beer kind: Sour - Other |description: Sour ale in collaboration with Italian Hops Company dry-hopped with old and fresh hops: Golding italian fresh hop and surannĂ© Styrian Wolf (2017). 100% fermented by Brettanomyces Bruxellensis, barrel aged for 2 years with a mix of bacteria from our cellar |ABV: 7.04 |IBU: 27 |rating: 3.79",Ca' del Brado,Anniversario 2022
beer kind: Sour - Other |description:  |ABV: 7.0 |IBU: N/A |rating: 3.79,Birrificio Stradaregina,SourFlowers
"beer kind: Sour - Other |description: Eâ€™ una strong sour ale â€“ letteralmente una strong ale acidificata â€“ invecchiata in botti di Nebbiolo della Valtellina, con aggiunta di polpa di carruba. Viene fatta fermentare una prima volta in tino di acciaio e quindi fermentata di nuovo in barrique con aggiunta di polpa di carruba a dare lo zucchero e di malto caramello a dare il corpo, e impiego di lievito da vino|ABV: 9.05 |IBU: N/A |rating: 3.79",Birrificio Menaresta,Roots In Wine
beer kind: Sour - Other |description: Collaborazione con il birrificio portoghese Letra. Maturata per 16 mesi in barrique di vino Barolo con aggiunta di Brettanomyces Beersel. |ABV: 7.05 |IBU: N/A |rating: 3.78,CRAK Brewery,BL01 / CANTINA
beer kind: Sour - Other |description: Sour beer made with apricots. |ABV: 7.0 |IBU: N/A |rating: 3.78,Vento Forte,Ninfa
beer kind: Sour - Other |description:  |ABV: 8.09 |IBU: N/A |rating: 3.78,Birrificio Montegioco,Miss Sour
beer kind: Sour - Other |description:  |ABV: 6.0 |IBU: N/A |rating: 3.77,Birrificio BioNoc',Single Bot
"beer kind: Sour - Other |description: Prodotta invecchiando una Bran, per 10 mesi, in barrique (ex Barbera Bigolla di Walter Massa). Nel bicchiere Ă¨ nera, impenetrabile, con schiuma color cappuccino|ABV: 8.05 |IBU: N/A |rating: 3.77",Birrificio Montegioco,Bran Reserva
"beer kind: Sour - Other |description: Brewed with elder flowers.  Pollini di birra! Ă birra chiara leggera fatta con aggiunta di fiori di Sambuco, raccolti freschi da noi. Freschissima, profumatissima, emerge con brio la componente floreale, esplodendo in sentori vinosi che arrivano quasi a ricordare il sauvignon. Intensa e matura.   Fortemente ispirata dai fiori dei nostri boschi, quando acacia e sambuco inondano lâ€™aria dei loro stupendi effluvi. Disponibile da tarda primavera (giorno preciso dipendente dalla maturazione dei fiori) |ABV: 5.05 |IBU: N/A |rating: 3.76",Birrificio Stradaregina,Sour Flowers Blend #1 Sambuco
beer kind: Sour - Other |description:  |ABV: 6.0 |IBU: N/A |rating: 3.75,Birrificio Stradaregina,Sour Flowers Blend #2 Robinia
"beer kind: Sour - Other |description: Prodotta con aggiunta, a fine bollitura, di mosto Prodotta invecchiando una Demon Hunter, per 10 mesi, in barrique (ex Barbera Bigolla di Walter Massa). Evidenzia un bel colore rubino, con riflessi ambra, quasi limpido. Il naso Ă¨ liquoroso, articolato, con note di prugne, legno, fiori rossi, frutta sotto spirito e un sentore che ricorda un bosco autunnale. Allâ€™assaggio Ă¨ calda, etilica, intensa|ABV: 10.05 |IBU: N/A |rating: 3.75",Birrificio Montegioco,Dolii Raptor
"beer kind: Sour - Other |description: Simphonia Ă¨ una birra acida a fermentazione semi spontanea fermentata e maturata in barrique.Dopo una lunga permanenza in barrique, unisce alle note fresche ed acide della fermentazione mista, aromi floreali, speziati e fruttati nonchĂ© profumi di antiche cantine. Una complessa sinfonia di percezioni nel segno dell'eleganza. |ABV: 6.0 |IBU: N/A |rating: 3.75",Birrificio Rurale,Simphonia
"beer kind: Sour - Other |description: Sour ale derivata da una base di Staion, affinata in barrique ex vino per piĂą di 13 mesi, con lâ€™aggiunta di fiori freschi di sambuco raccolti nella Valle del Primiero. Al naso, il  profumo dei fiori di sambuco si mantiene forte assieme una lieve nota vegetale derivata dalla parte verde del fiore stesso, molto ben bilanciato, a differenza di tutte le altre birre alla frutta, dalla base, che in questo caso si presenta sensorialmente  molto simile ad una Gueuze. Grandi note acide e brettate (stalla sudore e luppolo ossidato), bilanciano il ben presente aroma dei fiori.Colore: giallo paglierino |ABV: 6.07 |IBU: N/A |rating: 3.75",Birrificio BioNoc',Asso di Coppe - SambughĂ©r
beer kind: Sour - Other |description:  |ABV: 6.02 |IBU: N/A |rating: 3.75,Black Barrels,Vedova Nera
"beer kind: Sour - Other |description: Ambrata BarriquĂ©e, an exquisite barrel-aged sour amber ale, is a hazy, golden-honey colored brew that offers aromas of tart lemons and tree fruit, some salty cheese and funk-all underpinned by rounder red fruitiness, notes of almond-like oak, and hints of green olive. It lands almost like bright, intense lambic or gueuze with a modest underlying percentage of world-class Flanders red ale. |ABV: 6.05 |IBU: N/A |rating: 3.74",Panil Birrificio Torrechiara,Panil Ambrata BarriquĂ©e
"beer kind: Sour - Other |description: One-shot Sour Ale Brewed with Passion Fruit, Cinnamon & Ginger.  |ABV: 4.08 |IBU: 18 |rating: 3.74",Jungle Juice Brewing,Renato
beer kind: Sour - Other |description:  |ABV: 5.02 |IBU: N/A |rating: 3.74,Black Barrels,Yellow Doctor
"beer kind: Sour - Other |description: Viviamo in unâ€™epoca frivola, ma non facile. Ă la superficialitĂ  del mondo, anzi, a generare alcuni degli interrogativi piĂą ardui su cui ci arrovelliamoâ€¦ Nei momenti in cui tutto sembra ridotto allâ€™ â€śinsostenibile leggerezza dellâ€™essereâ€ť, solo una complessitĂ  giusta puĂ˛ riprendere le redini del nostro pensiero e dargli il tempo di cui necessita per approfondire i misteri del reale. Per questo esiste ScirĂ¨s, una birra â€śda meditazioneâ€ť in grado di donare al mondo la giusta prospettiva|ABV: 7.05 |IBU: N/A |rating: 3.74",Birrificio Italiano,Scires
beer kind: Sour - Other |description: Sour Beer Blend |ABV: 5.05 |IBU: 6 |rating: 3.74,Birrificio Stradaregina,Botte 25
"beer kind: Sour - Other |description: A mega-blend made for Birrificio del Ducato's 10th Anniversary. It is made with Lâ€™Ultima Luna, Luna Rossa, Ottobre, BA Chimera, Frambozschella and BA Verdi.  |ABV: 9.03 |IBU: N/A |rating: 3.73",Birrificio del Ducato,Blend X
"beer kind: Sour - Other Gose |description: 100% spontaneous gose with herbs. (steel and french oak) with Volterra's salt, finished on wild foraged lemon balm and lemon thyme. elevated in a perpetua that started in 2020. |ABV: 6.05 |IBU: N/A |rating: 3.83",Cantina Errante,KA Saline 2022
"beer kind: Sour - Other Gose |description: Barrel aged wild Gose with local elderberry and elderflower infusion. A wheat ale with noble hops aged in tonneau with lactobacilli and brettanomyces from 6 to 8 months, spiced with coriander, Cervia salt + elderberries and elderflowers foraged near the brewery |ABV: 5.08 |IBU: 10 |rating: 3.82",Ca' del Brado,Zula
"beer kind: Sour - Other Gose |description: Sour ale inoculated with lactobacillus and blended with Gose (salt sour beer) and Himalayan pink salt, aged for 9 months. |ABV: 4.0 |IBU: N/A |rating: 3.79",Birrificio del Ducato,Kiss Me Lipsia
"beer kind: Sour - Other Gose |description: Gose con sale, coriandolo, e scorza di bergamotto |ABV: 4.05 |IBU: 5 |rating: 3.73",Ritual Lab,Gose
"beer kind: Sour - Other Gose |description: Mixed fermentation sour beer with local wheat, long-aged in our cellar. Spiced with salt and coriander |ABV: 4.05 |IBU: 30 |rating: 3.73",Ca' del Brado,GOSE
beer kind: Sour - Other Gose |description: Brewed with marine fennel and mussel. |ABV: 4.05 |IBU: N/A |rating: 3.73,Birrificio dei Castelli,Mare Nostrum
"beer kind: Sour - Other Gose |description: A gose made with a lactobacillus plantarium, hymalaian salt during the boiling, cucumber in whirlpool and watermelon puree during the fermentation |ABV: 4.0 |IBU: 20 |rating: 3.72",Hoppycrat,Ria Ria Gosaria
"beer kind: Sour - Other Gose |description: Bonagade Ă¨ la nostra interpretazione di Gose, una birra chiara e fresca da 4% gradi, con una leggera nota acidula conferita dalla fermentazione lattica e dal frumento, ma ingentilita dallâ€™avena non maltata e dal forte tenore di cloruri, in particolare di sodio, che gli conferisce la tipica salinitĂ . Lâ€™aggiunta nel whirpool a 70 gradi di coriandolo, pepe rosa e luppolo Lemondrop dona al prodotto una spiccata nota rinfrescante di limone e pompelmo rosa che la rendono meretrice al naso e alla bocca dellâ€™avventore. |ABV: 4.0 |IBU: N/A |rating: 3.71",Bonavena Brewing,Bonagade
"beer kind: Sour - Other Gose |description: I piedi nella sabbia, il rumore del mare e la brezza serale che spazza via il cado della giornata: gli ingredienti ci sono tutti per lâ€™inizio dellâ€™estate italiana! E non poteva mancare la tua nuova birra preferita, dal sapore agrumato e sapido perfetto per combattere per lâ€™afa estiva: Lido Breeze! In questa ricetta utilizziamo malto dâ€™orzo e frumento per una base rustica e semplice per una birra dalla bassa gradazione. La magia avviene in fermentazione dove, grazie ad un lievito selezionato, otteniamo un mosto dalle note salate e citriche perfetto per ospitare scorze di Limone di Sorrento e Bergamotto della Calabria. |ABV: 5.0 |IBU: N/A |rating: 3.07",Rebel's Brewery,Lido Breeze
"beer kind: Sour - Other Gose |description: Mixed fermentation sour beer, long-aged in our cellar. Spiced with salt and cocoa nibs |ABV: 4.05 |IBU: 30 |rating: 3.67",Ca' del Brado,FELICITAZIONI Cocoa Gose
beer kind: Sour - Other Gose |description: Gose con mosto di Verdicchio |ABV: 4.07 |IBU: N/A |rating: 3.67,Godog,Selvatico Gose
beer kind: Sour - Other Gose |description: Grape Gose |ABV: 4.05 |IBU: 30 |rating: 3.67,Buskers Beer,GoseBuskers
"beer kind: Sour - Other Gose |description: ITA - Rivisitazione in chiave mixology di uno stile storico tedesco, con la complicitĂ  degli amici piemontesi del Birrificio della Granda. Birra beverina e rinfrescante, acidula e lievemente salata come impone lo stile, impreziosita dal bouquet aromatico derivante dallâ€™infusione di botaniche solitamente associate al Gin.ENG - Mixology-inspired reinterpretation of an historic German style, with the complicity of our Piedmontese friends at Birrificio della Granda. A quaffable and refreshing beer, tart and slightly salty as the style dictates, jazzed up by the aromatic bouquet resulting from the infusion of botanicals usually associated with Gin. |ABV: 4.07 |IBU: 10 |rating: 3.63",CANEDIGUERRA,Ginepride
"beer kind: Sour - Other Gose |description: Mixed fermentation sour beer, long-aged in our cellar. Spiced with salt and liquorice roots |ABV: 4.05 |IBU: 30 |rating: 3.06",Ca' del Brado,FELICITAZIONI Liquorice Gose
"beer kind: Sour - Other Gose |description: Birra ad alta fermentazione prodotta con fior di sale di Sicilia, fiori d'ibisco e coriandolo, dal peculiare colore rosa antico.Grazie al mix di cereali e spezie emergono al naso note di coriandolo e fragolina di bosco.In bocca il susseguirsi di toni minerali e aciduli confluiscono in un finale sapido. |ABV: 4.05 |IBU: 12 |rating: 3.51",Birrificio Orso Verde,Gosâ€™Ă¨?
beer kind: Sour - Other Gose |description: Gose with bergamot peel. Collaboration brew with DeMolen brewery |ABV: 3.07 |IBU: 20 |rating: 3.47,BrewFist,Beautiful & Strange
"beer kind: Sour - Other Gose |description: Another exclusive for Beery Christmas 2017, the light, elegant, Santa Gose Down Under is a classic Gose brewed with some pretty exclusive ingredients including Cervia salt flakes, smoked malt, Senatore Capelli wheat, and lemon myrtle. Demonstrating typical wheaty, lactic Gose sharpness, Santa Gose Down Under breathes light smoky tones and a mouthwatering sour, spicy yeast bouquet.On the palate, the body is crisp yet smooth with an immediate sharpness provided by the lactic yeast and zingy lemon myrtle. This tart character is backed up by a smoky malt character that sits comfortably on the palate and leads to a salty, juicy, citrus-and-smoky finish. |ABV: 7.05 |IBU: N/A |rating: 2.79",Birra Del Borgo,Santa Gose Down Under
"beer kind: Sour - Smoothie / Pastry |description: Imagine a delicious mango semifreddo, blended with juicy nectarines, a touch of passion fruit and Bourbon Vanilla. We've turned this fantasy into a beer that harmonizes sweet, sour, and tropical tastes. It's no longer just a dream, so wake up and savor this incredible smoothie! |ABV: 5.05 |IBU: 5 |rating: 3.85",Birrificio Wild Raccoon,"Dolci On Fire - Semifreddo Mango, Nectarine, Passion Fruit"
