nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
2,5956855,SIMA brewing,Superdelicious,IPA - New Zealand,https://untappd.com/b/sima-brewing-superdelicious/5956855,6.7,N/A,3.73,293,08/23/24,"Szuperfinom lédús gyümölcslé, nevéhez hűen az új-zélandi Superdelic komlóra kihegyezve, melyet a szintén új-zélandi Riwaka és Nelson Sauvin komlók támogatnak, hogy igazán kerek legyen az összkép. "
3,3585092,Dealbreaker,Thorazine Sunrise,IPA - New Zealand,https://untappd.com/b/dealbreaker-thorazine-sunrise/3585092,6.3,35,3.67,306,12/18/19,"6.3% New Zealand IPA dry-hopped with KohatuA tropical fruitbomb hazy IPA orange in colour, bitter in taste, lime and pineapple in aroma with one of our favourite hops, Kohatu in the leading role.Music and beer are our universal languages. Thorazine Sunrise is an old friend coming home after long years on the road in a seriously remastered incarnation as a special guest and beer of Fekete Zaj festival. To make this whole cultural noise even deeper, it has to be noted that this strange name of our beer is a fictive album by a fictive band called the Nomatics from Jonathan Franzen' s novel, The Corrections. Plot twist? He actually gave us the permissions to the name back in 2015, when the original batch was released.Ingredients: water, barley malts, hops (Chinook, Wai-iti, Kohatu), yeast "
0,3668104,Brew Your Mind,Human Experiment Eight,IPA - Other,https://untappd.com/b/brew-your-mind-human-experiment-eight/3668104,7.1,N/A,3.79,151,02/11/20, 
1,5058556,Hajnali Sörfőzők,Triumphus,IPA - Other,https://untappd.com/b/hajnali-sorfozok-triumphus/5058556,6.5,N/A,3.74,162,10/08/22,DDH New age ipa 
2,6673828,HORIZONT Brewing,Hazy Queen - Kohia Nelson Edition,IPA - Other,https://untappd.com/b/horizont-brewing-hazy-queen-kohia-nelson-edition/6673828,6.0,N/A,3.73,172,04/16/26,"A Hazy Queen negyedik Special Edition-je új-zélandi Kohia Nelson komlóval érkezik, ami egy maracuja-alapú, trópusi karakterű blend. Nem harsány, inkább mélyen hozza a gyümölcsöket: maracuja, narancs, guava, egy kis pink grapefruit csavarral.Illatban érett, lédús aromák, kortyban selymes, ködös test és szépen rétegzett ízvilág. Nem gejl, nem túltolt – a lecsengés tiszta, enyhén száraz, határozott komlós jelenléttel.Gyümölcsös, elegáns és veszélyesen jól iható. Pont, amit egy Hazy Queentől vársz.-The fourth Hazy Queen Special Edition is brewed with New Zealand Kohia Nelson hops – a passion fruit-driven tropical blend that doesn’t shout, but goes deep: passion fruit, orange, guava, with a twist of pink grapefruit.On the nose: ripe, juicy aromatics. On the palate: smooth, hazy body with layered complexity. Not sweet, not over the top – finishes clean and slightly dry, with a firm hop character.Fruity, elegant, and dangerously drinkable. Exactly what you expect from a Hazy Queen. "
3,4534560,Hajnali Sörfőzők,SKÖLL,IPA - Other,https://untappd.com/b/hajnali-sorfozok-skoll/4534560,6.2,N/A,3.73,208,10/04/21, 
4,3197126,UGAR Brewery,Gray Matter,IPA - Other,https://untappd.com/b/ugar-brewery-gray-matter/3197126,7.2,65,3.72,1420,04/26/19,Earl Gray infused west coast IPA. 
5,6471830,UGAR Brewery,Spectrum - Vivid Hop Dream,IPA - Other,https://untappd.com/b/ugar-brewery-spectrum-vivid-hop-dream/6471830,5.6,N/A,3.72,200,10/29/25,"Northern Style IPA With Wet And Dry Hopshops: WET HOPS, MOSAIC "
6,6211612,HORIZONT Brewing,Selfish Games - Hops of the Damned,IPA - Other,https://untappd.com/b/horizont-brewing-selfish-games-hops-of-the-damned/6211612,6.2,N/A,3.72,899,04/01/25,"Ez a második InVitro-val közös kollabunk!Ismét egy West Coast IPA, mert szimplán imádjuk és szimplán jókat tudunk csinálni. Persze Tomi és Marci feltuningolták a komlókat egy kis NZ Cascade-del, Simcoe-val és Columbusszal. Így lett egy kellemesen fenyős, gyantás, kicsit füves ízvilágú sörike. Egészségedre!  "
7,4676454,InVitro Brewing,Drone,IPA - Other,https://untappd.com/b/invitro-brewing-drone/4676454,7.3,N/A,3.71,431,01/13/22,"Well rounded IPA combining American and Australian hops (citra, mosaic, galaxy), English yeast (Verdant) and malts from Holland and Germany (malted barley, oat, wheat and oat flakes).  "
8,3861570,Brewing Vibes Brewery,Ride the Vibes,IPA - Other,https://untappd.com/b/brewing-vibes-brewery-ride-the-vibes/3861570,6.5,N/A,3.7,364,07/07/20,"Columbus,Simcoe,GalaxyÉlesztőgomba módjára szaporodtak bennünk a gondolatok, az eredmény pedig egy trópusi gyümölcsös jegyekkel megáldott, fejleszakítós portéka lett. Lehet bármilyen napod, bármiféle élethelyzet, a vibe már az első szimat után garantáltan meglovagolja az elméd!  "
9,5641916,UGAR Brewery,Beers of Books - Budapest Noir,IPA - Other,https://untappd.com/b/ugar-brewery-beers-of-books-budapest-noir/5641916,6.7,N/A,3.7,202,12/13/23,Cascara infused west coast IPA 
10,3459686,Fehér Nyúl,Freyja,IPA - Other,https://untappd.com/b/feher-nyul-freyja/3459686,6.5,30,3.69,177,10/01/19,"Csak engedd, hogy Freyja átrepítsen a tűz és jég birodalmán és elfoglalhasd helyed Folkvangban.""Norse IPA"" kveik élesztővel "
11,6171920,UGAR Brewery,Trailer #033 - HOPPY SUNSET,IPA - Other,https://untappd.com/b/ugar-brewery-trailer-033-hoppy-sunset/6171920,4.8,N/A,3.68,267,02/26/25,"MODERN WEST COAST IPA WITH CARIBBEAN ORANGES AND BOTANICALSHops: mosaic hyperboost, simcoe cryo, citra "
12,4444635,Reketye Brewing Co.,Firestarter,IPA - Other,https://untappd.com/b/reketye-brewing-co-firestarter/4444635,6.2,N/A,3.67,231,08/05/21, 
13,6055384,Fehér Nyúl,Drink the Christmas Tree 2024,IPA - Other,https://untappd.com/b/feher-nyul-drink-the-christmas-tree-2024/6055384,6.7,N/A,3.66,457,11/11/24,"Frissen szüretelt ezüstfenyő hajtásokkal ízesítettük az idei Drink the Christmas Tree West Coast IPÁ-t a Chinook, Citra és Simcoe komlóhármas mellett. Igazi száraz gyantabomba, határozott keserűvel és intenzív fenyős illatfelhővel plusz ízzel. Fenyőfa kraftba zárva. We've put a pine tree into a West Coast IPA! You'd be thinking that we are talking nonsense. We would be, if we hadn't collected a big batch of fresh blue spruce needles. Check out this year's Drink the Christmas Tree, which adds a good dose of piney goodness to the expected hoppy resinousness of a West Coast IPA thanks to the Chinook, Citra, and Simcoe hops.  "
14,6438600,HORIZONT Brewing,Hop Me Baby,IPA - Other,https://untappd.com/b/horizont-brewing-hop-me-baby/6438600,5.5,N/A,3.66,518,10/07/25,"FRISSEN SZEDETT MAGYAR KOMLÓBÓL!Van az a nap az évben, amikor minden a komlóról szól. Kastélyosdombón épp szedték a friss magyar Chinookot, mi pedig már indítottuk is a hűtőkocsit. Pár órával később a főzőházban illatozott az egész, hogy a lehető legfrissebben mutassa meg, mire képes a magyar komló.A Chinook földes és gyantás, benne fűszer, citrus és egy adag nyári napfény. Hidegoldalon Centennial, Cascade és Columbus pellettel egészítettük ki, hogy az amerikai klasszikusok felvillantsák a citrusos oldalát.Egy frisskomlós IPA, ami egyszerre nyers, illatos és élő -  pont, mint egy séta a kastélyosdombói komlósorok között a szüret napján.-BREWED WITH FRESHLY PICKED HUNGARIAN HOPS!There’s that one day in the year when everything revolves around hops. In Kastélyosdombó, the fresh Hungarian Chinook was being harvested - and we already had the cold truck running. A few hours later, the whole brewhouse was filled with that green, living aroma, showing what Hungarian hops can really do when used fresh.The Chinook brings earthy and resinous notes with hints of spice, citrus, and a touch of summer sunshine. On the cold side, we added Centennial, Cascade, and Columbus pellets to let the American classics highlight the citrusy edge.A fresh hop IPA that’s raw, aromatic, and alive - like walking through the hop rows of Kastélyosdombó on harvest day. "
15,6628975,HORIZONT Brewing,Burning the Candle At Both Ends,IPA - Other,https://untappd.com/b/horizont-brewing-burning-the-candle-at-both-ends/6628975,6.0,53,3.65,344,03/10/26,"A Mad Scientist és mi is idén lettünk 10 évesek, ezért egy oda-vissza kollabbal ünneplünk. Mi egy West Coast IPA-t főztünk, ők egy New England IPA-t – a közös pont a magyar termesztésű Cashmere komló.A Cashmere mellé Chinook és Columbus került, így született egy citrusos, gyantás, határozottan komlóközpontú IPA ropogós keserűséggel és száraz lecsengéssel.Two breweries. Two styles. One shared milestone.Both Horizont Brewing and Mad Scientist turn 10 this year, so we celebrate with a cross-collab. This West Coast IPA features Hungarian-grown Cashmere with Chinook and Columbus for bright citrus, resinous hops, crisp bitterness and a clean finish. "
16,5111510,Fehér Nyúl,Drink the Christmas Tree 2022,IPA - Other,https://untappd.com/b/feher-nyul-drink-the-christmas-tree-2022/5111510,6.7,N/A,3.65,476,11/10/22,"Karácsonyi fenyős sörsorozatunk 2022-es tagja ismét egy IPA alapra épül, aminek ízesítéséért a már jól megszokott, frissen szedett fenyőágak mellett a Citra, Chinook és Simcoe komlóhármas és egy kis narancshéj, valamint fenyőkivonat felel!Our spruce infused Christmas ale line’s 2022 addition is once again based on an IPA. The flavor and aroma of this beer depends on the freshly picked blue spruce, Citra, Chinook and Simcoe hops, and a pinch of dried orange skin and a dash of spruce essence! "
17,6136118,HopTails Brewery,Triumvirate,IPA - Other,https://untappd.com/b/hoptails-brewery-triumvirate/6136118,7.0,N/A,3.65,179,01/23/25,"Etyek x HopTails x Reketye East Coast IPA (Nectaron, Denali) "
18,4973908,Fehér Nyúl,Kveik Thunder,IPA - Other,https://untappd.com/b/feher-nyul-kveik-thunder/4973908,8.2,10,3.65,204,08/12/22,"Ezt a kveik élesztővel erjedt, papayával és guavával ízesített hazy IPA-t a sörfőzőink nagy kedvence, a Trópusi Vihar című film ihlette!This kveik yeast fermented, papaya and guava infused hazy IPA was inspired by a favorite of our brewing team, the movie Tropic Thunder! "
19,6324918,HORIZONT Brewing,Ország Söre 2025,IPA - Other,https://untappd.com/b/horizont-brewing-orszag-sore-2025/6324918,6.0,N/A,3.65,407,07/02/25,"Az Ország Söre 2025 – Könnyed, friss, jól iható IPA Büszkék vagyunk rá, hogy a 2025-ös Ország Söre idén a Horizont Brewing falai között készült el! Ez a laza, könnyen iható IPA három karakteres komlóval – Superdelic, New Zealand Cascade és Columbus – főként Új-Zélandi eredetű fajtákkal készült, és egy igazán friss, üdítő sör született belőle, ami bármilyen alkalomra tökéletes választás.Mi is az Ország Söre?A Beerselection 2016 óta dolgozik azon, hogy minél többen megismerjék a minőségi sörök világát. Az Ország Söre ennek a küldetésnek az egyik legizgalmasabb része, ahol a sörfőzés közös élménnyé válik – hiszen minden évben a közönség dönt arról, milyen sör készüljön.Ti szavaztatok, mi lefőztük – egy könnyed, friss IPA készült a Horizontnál, szokás szerint a Maglódi úton, sörfőzőink szakértelmének és szenvedélyének köszönhetően.Az Ország Söre minden évben magyar kisüzemi főzdében készül – idén nagy öröm számunkra, hogy ezt a sört mi főzhettük meg nektek. Reméljük, hogy legalább annyira élvezitek, mint amennyire mi élveztük a készítését! "
20,6628893,Szent András Sörfőzde,Nyúlon Túl '26,IPA - Other,https://untappd.com/b/szent-andras-sorfozde-nyulon-tul-26/6628893,5.6,23,3.64,237,03/10/26,"A szentandrási nyúl egyenesen a trópusokról érkezett, de egy krémes Hazy IPA-t is magával hozott. A megbabonázóan ködös látványhoz élénk grapefruit és friss citrusok is csatlakoznak a még intenzívebb élményért.  Sörünkben a könnyed savasság, a zamatos gyümölcsösség és a komlók trópusi karakterei alkotnak teljes egészet. Locsolás után, helyett vagy mellé: ez a nyúl tényleg tudja.Maláták: pale, búzaKomlók: NectaronExtrakt (szárazanyagtartalom): 15,5 BEgyéb összetevők: grapefruit, bergamott "
21,5598755,Fehér Nyúl,Drink the Christmas Tree 2023,IPA - Other,https://untappd.com/b/feher-nyul-drink-the-christmas-tree-2023/5598755,6.7,N/A,3.64,546,11/09/23,"A luc és ezüstfenyővel ízesített Drink the Christmas Tree 2023 típusát tekintve West Coast IPA, amit Chinook, Citra és Simcoe komlóhármassal fűszereztünk a frissen szüretelt ágak mellett. Igazi száraz gyantabomba, határozott keserűvel és intenzív illatfelhővel.Drink the Christmas Tree 2023 is a true West Coast style IPA, hopped with Chinook, Citra and Simcoe varieties, and spiced with freshly sourced Norway and blue spruce. A true dry resin bomb, with solid bitterness and intense aroma cloud. "
22,5470473,HORIZONT Brewing,Selfish Games - Core Memory,IPA - Other,https://untappd.com/b/horizont-brewing-selfish-games-core-memory/5470473,6.2,16,3.63,632,08/03/23,"A Core Memory egy zamatos, ellenállhatatlanul gazdag kortyérzetű tétel. Ausztrál(Galaxy), német (Hallertau Blanc) és új-zélandi (Kohatu) komlókkal, ezek kombinációja komlóhangsúlyos de édeskés, citrusos, trópusi gyümölcsös ízvilágot kölcsönzött a sörnek. A különleges textúrát egy, az amerikai főzdékben ismert módon értük el, megdobtuk a sört egy adag almapürével. AZ ALMA ÍZE EGYÁLTALÁN NEM ÉRZŐDIK A SÖRBEN, ne is keressétek!We used Hallertau Blanc (Ger.), Galaxy(Aus.), and Kohatu hops(New Zealand). The base is an amazingly refreshing, aromatic IPA with citrus, pine and fruity notes! We added apple puree to the base and we got a super-juicy IPA, with incredible hoppiness and a rich, really tasty mouthfeel. NO, IT DOESN’T TASTE LIKE APPLES! "
23,4737311,RothBeer,Bakancslista #29 Saaz (CZ),IPA - Other,https://untappd.com/b/rothbeer-bakancslista-29-saaz-cz/4737311,6.5,N/A,3.63,161,03/03/22,"Ugyanaz a sör, ugyanaz a recept, mindig más komlóval. Ezúttal a klasszikus Saaz komlóra esett a választás, amely a pilzeni sörök elengedhetetlen összetevője. Vajon az IPA-nkban is megállja a helyét? "
24,4435240,Balkezes,Mélyvíz,IPA - Other,https://untappd.com/b/balkezes-melyviz/4435240,5.9,38,3.63,292,07/30/21,"kveik ale, single hop Mosaic, 37°C fokon erjesztve. ha stílust kell mondani valahol az IPA és a pale ale közt, mi strand IPA-ként hivatkozzuk, mert... ez egy jó sztori, csak hosszú lenne ide. Mosaic, tehát hozza a maga komplex ízvilágát és az IPA-hoz méltó keserűséget, a kveik élesztőből pedig ideális strandhőmérsékleten dolgoztatva kinyertünk némi extra gyümölcsöt és frissítő fanyarságot. hidegen az igazi.címke fotó: Palatinus Strandfürdő, Budapest (1939); forrás: Fortepan / Fortepan//kveik ale, single hop Mosaic, fermented at 37°C. if we need to name a style it is somewhere between a pale ale and an IPA, we refer to it as strand IPA (strand stands for open-air bath in Hungary). Mosaic, so it comes with a complex flavour profile and can nicely contribute to the IPA's bitterness. and we got some fruits and refreshing tartness from the kveik yeast working at ideal summer day temperature. we recommend drinking it colder than usual.label photo: Palatinus bath, Budapest (1939); source: Fortepan / Fortepan  "
25,6503566,Mad Scientist,The Matrix - BLUE PILL,IPA - Other,https://untappd.com/b/mad-scientist-the-matrix-blue-pill/6503566,7.0,N/A,3.61,771,11/23/25,"The Matrix - BLUE PILL Tea Infused West Coast IPA""This is your last chance. After this, there is no turning back. You take the blue pill - the story ends, you wake up in your bed and believe whatever you want to believe. You take the red pill - you stay in Wonderland and I show you how deep the rabbit hole goes."" "
26,6680781,Fehér Nyúl,One Makes You Small,IPA - Other,https://untappd.com/b/feher-nyul-one-makes-you-small/6680781,6.5,N/A,3.61,255,04/21/26,"""One pill makes you largerAnd one pill makes you small""Fogtuk a prágai Sibeeria zászlóshajóját, a Lollihopot, és csavartunk rajta egyet. Az ausztrál Erebusszal való hidegkomlózás és a Spectrum Mosaic készítmény használata mind-mind a maximális West Coast IPA-élményt szolgálja!We took Lollihop, the flagship beer from Prague's Sibeeria, and gave it a unique twist. The combination of dry-hopping with Australian Erebus hops and the use of Spectrum Mosaic extract is all designed to deliver the ultimate West Coast IPA experience! "
27,6487718,Fehér Nyúl,Drink the Christmas Tree 2025,IPA - Other,https://untappd.com/b/feher-nyul-drink-the-christmas-tree-2025/6487718,6.7,N/A,3.61,408,11/10/25,"Hát nem belefőztük idén is a karácsonyfát a sörbe!? A csibész mindenünket! Ment a fenyőhajtásokból bőven a főzetbe. Zöldellik még a címke is ezúttal, mert hát a frissesség került ismét a fókuszba, és hát fő a változatosság főleg a mi házunk táján. Azért maradt vörös címkés retro kiadás is.Didn’t we go and brew the Christmas tree into the beer again this year!? The rascal, every bit of it! Plenty of spruce needles went into the brew. Even the label turned green this time, since freshness was once again the focus — and, well, variety is the spice of life, especially around here. Still, there’s a red-label retro edition left, too. "
28,2280320,Reketye Brewing Co.,Peach Ale,IPA - Other,https://untappd.com/b/reketye-brewing-co-peach-ale/2280320,6.5,N/A,3.6,159,09/07/17,Fruit Ale 
